period,state,handgun,long_gun,multiple,year,month
2008-11,Nebraska,20,5301,16,2008,11
2008-11,Nevada,6620,6532,906,2008,11
2008-11,New Hampshire,3138,3835,24,2008,11
2008-11,New Jersey,1824,3541,154,2008,11
2008-11,New Mexico,5203,6394,740,2008,11
2008-11,New York,4205,22949,374,2008,11
2008-11,North Carolina,304,26247,536,2008,11
2008-11,North Dakota,1077,4204,138,2008,11
2008-11,Ohio,23412,31001,3252,2008,11
2008-11,Oklahoma,13291,17377,2236,2008,11
2008-11,Oregon,9870,14230,1276,2008,11
2008-11,Pennsylvania,0,85990,342,2008,11
2008-11,Rhode Island,780,812,342,2008,11
2008-11,South Carolina,12509,13192,930,2008,11
2008-11,South Dakota,1726,6115,274,2008,11
2008-11,Tennessee,20002,21858,1798,2008,11
2008-11,Texas,55705,66547,7568,2008,11
2008-11,Utah,5913,8367,602,2008,11
2008-11,Vermont,756,1840,114,2008,11
2008-11,Virginia,18357,24085,1316,2008,11
2008-11,Washington,13187,16710,1606,2008,11
2008-11,West Virginia,4886,12649,754,2008,11
2008-11,Wisconsin,7264,18641,38,2008,11
2008-11,Wyoming,2485,3447,288,2008,11
2008-10,Alabama,9538,13257,1032,2008,10
2008-10,Alaska,2207,3852,348,2008,10
2008-10,Arizona,6397,6369,732,2008,10
2008-10,Arkansas,4289,9931,566,2008,10
2008-10,California,19560,20097,0,2008,10
2008-10,Colorado,10881,14542,6006,2008,10
2008-10,Connecticut,3466,4030,162,2008,10
2008-10,Delaware,748,1097,78,2008,10
2008-10,Florida,26376,19136,2278,2008,10
2008-10,Georgia,9515,12843,932,2008,10
2008-10,Hawaii,0,0,0,2008,10
2008-10,Idaho,1877,5040,270,2008,10
2008-10,Illinois,7064,10812,826,2008,10
2008-10,Indiana,8917,12862,706,2008,10
2008-10,Iowa,25,5397,14,2008,10
2008-10,Kansas,4684,7519,614,2008,10
2008-10,Kentucky,6977,11959,1188,2008,10
2008-10,Louisiana,8338,18884,824,2008,10
2008-10,Maine,1865,6188,240,2008,10
2008-10,Maryland,3522,5630,14,2008,10
2008-10,Massachusetts,2148,2168,156,2008,10
2008-10,Michigan,2399,17326,252,2008,10
2008-10,Minnesota,4641,18691,390,2008,10
2008-10,Mississippi,4928,9615,584,2008,10
2008-10,Missouri,12667,17932,1162,2008,10
2008-10,Montana,1885,6855,434,2008,10
2008-10,Nebraska,4,3858,10,2008,10
2008-10,Nevada,4490,3909,532,2008,10
2008-10,New Hampshire,2372,3423,32,2008,10
2008-10,New Jersey,1784,2455,140,2008,10
2008-10,New Mexico,3808,4646,392,2008,10
2008-10,New York,4248,18110,144,2008,10
2008-10,North Carolina,207,15620,322,2008,10
2008-10,North Dakota,790,5600,88,2008,10
2008-10,Ohio,14907,16741,1550,2008,10
2008-10,Oklahoma,6918,9798,1224,2008,10
2008-10,Oregon,5721,9956,694,2008,10
2008-10,Pennsylvania,0,60377,240,2008,10
2008-10,Rhode Island,580,591,214,2008,10
2008-10,South Carolina,5245,6920,438,2008,10
2008-10,South Dakota,1245,7332,176,2008,10
2008-10,Tennessee,12775,13385,1286,2008,10
2008-10,Texas,29402,43519,3738,2008,10
2008-10,Utah,2497,5120,274,2008,10
2008-10,Vermont,739,1826,70,2008,10
2008-10,Virginia,11969,15217,810,2008,10
2008-10,Washington,8686,12466,708,2008,10
2008-10,West Virginia,3781,9357,620,2008,10
2008-10,Wisconsin,4728,17374,12,2008,10
2008-10,Wyoming,1147,2382,158,2008,10
2008-09,Alabama,7480,12320,762,2008,9
2008-09,Alaska,2433,4406,466,2008,9
2008-09,Arizona,5845,5932,548,2008,9
2008-09,Arkansas,3333,7167,450,2008,9
2008-09,California,17173,18138,0,2008,9
2008-09,Colorado,8532,11675,6452,2008,9
2008-09,Connecticut,2906,3122,110,2008,9
2008-09,Delaware,569,884,56,2008,9
2008-09,Florida,21130,13852,1542,2008,9
2008-09,Georgia,6679,8163,616,2008,9
2008-09,Hawaii,0,0,0,2008,9
2008-09,Idaho,1683,4502,256,2008,9
2008-09,Illinois,5792,8892,722,2008,9
2008-09,Indiana,6652,9249,548,2008,9
2008-09,Iowa,19,4096,0,2008,9
2008-09,Kansas,3196,5240,416,2008,9
2008-09,Kentucky,6082,8276,800,2008,9
2008-09,Louisiana,6014,10691,490,2008,9
2008-09,Maine,1648,4187,198,2008,9
2008-09,Maryland,2858,4079,14,2008,9
2008-09,Massachusetts,1873,1718,120,2008,9
2008-09,Michigan,2208,15190,180,2008,9
2008-09,Minnesota,4297,17402,466,2008,9
2008-09,Mississippi,3479,6389,382,2008,9
2008-09,Missouri,9556,11384,790,2008,9
2008-09,Montana,1914,5342,322,2008,9
2008-09,Nebraska,3,2878,2,2008,9
2008-09,Nevada,3090,2939,402,2008,9
2008-09,New Hampshire,1851,2501,12,2008,9
2008-09,New Jersey,1742,1711,86,2008,9
2008-09,New Mexico,3021,3791,308,2008,9
2008-09,New York,3784,15147,110,2008,9
2008-09,North Carolina,167,10754,252,2008,9
2008-09,North Dakota,644,3981,68,2008,9
2008-09,Ohio,11212,12416,944,2008,9
2008-09,Oklahoma,5730,7791,964,2008,9
2008-09,Oregon,5664,9964,626,2008,9
2008-09,Pennsylvania,0,50516,228,2008,9
2008-09,Rhode Island,458,482,154,2008,9
2008-09,South Carolina,4636,5180,304,2008,9
2008-09,South Dakota,1156,5247,144,2008,9
2008-09,Tennessee,9958,9866,840,2008,9
2008-09,Texas,22227,36986,2490,2008,9
2008-09,Utah,2384,4475,194,2008,9
2008-09,Vermont,672,1552,62,2008,9
2008-09,Virginia,10193,11627,576,2008,9
2008-09,Washington,7137,10353,616,2008,9
2008-09,West Virginia,3203,5906,422,2008,9
2008-09,Wisconsin,4166,14772,4,2008,9
2008-09,Wyoming,1113,2449,138,2008,9
2008-08,Alabama,8820,10790,876,2008,8
2008-08,Alaska,1935,3264,210,2008,8
2008-08,Arizona,6046,6108,458,2008,8
2008-08,Arkansas,3599,5914,438,2008,8
2008-08,California,18989,18857,0,2008,8
2008-08,Colorado,9808,11260,6616,2008,8
2008-08,Connecticut,2852,2880,110,2008,8
2008-08,Delaware,617,781,50,2008,8
2008-08,Florida,21922,13409,1520,2008,8
2008-08,Georgia,7887,8070,518,2008,8
2008-08,Hawaii,0,0,0,2008,8
2008-08,Idaho,1772,3752,368,2008,8
2008-08,Illinois,6073,8689,554,2008,8
2008-08,Indiana,7277,9051,478,2008,8
2008-08,Iowa,25,2871,2,2008,8
2008-08,Kansas,4039,5314,564,2008,8
2008-08,Kentucky,6337,8344,964,2008,8
2008-08,Louisiana,7446,11442,608,2008,8
2008-08,Maine,1704,3191,204,2008,8
2008-08,Maryland,2857,3575,18,2008,8
2008-08,Massachusetts,2080,1645,154,2008,8
2008-08,Michigan,2259,11484,112,2008,8
2008-08,Minnesota,4455,11454,348,2008,8
2008-08,Mississippi,4432,6821,430,2008,8
2008-08,Missouri,11340,11866,862,2008,8
2008-08,Montana,2032,4432,322,2008,8
2008-08,Nebraska,4,2436,2,2008,8
2008-08,Nevada,3838,3053,522,2008,8
2008-08,New Hampshire,1915,2241,16,2008,8
2008-08,New Jersey,1575,1529,68,2008,8
2008-08,New Mexico,3318,3697,360,2008,8
2008-08,New York,3561,10097,114,2008,8
2008-08,North Carolina,185,11310,202,2008,8
2008-08,North Dakota,605,2768,60,2008,8
2008-08,Ohio,11501,11380,890,2008,8
2008-08,Oklahoma,6875,7900,974,2008,8
2008-08,Oregon,5415,7603,642,2008,8
2008-08,Pennsylvania,0,45726,244,2008,8
2008-08,Rhode Island,473,376,148,2008,8
2008-08,South Carolina,4677,5332,334,2008,8
2008-08,South Dakota,1219,4174,168,2008,8
2008-08,Tennessee,11683,10837,928,2008,8
2008-08,Texas,25456,37344,2738,2008,8
2008-08,Utah,2174,3586,216,2008,8
2008-08,Vermont,727,956,46,2008,8
2008-08,Virginia,9965,10535,544,2008,8
2008-08,Washington,7139,9270,594,2008,8
2008-08,West Virginia,3333,5299,426,2008,8
2008-08,Wisconsin,3968,10654,0,2008,8
2008-08,Wyoming,1130,2045,122,2008,8
2008-07,Alabama,8493,8364,592,2008,7
2008-07,Alaska,1704,2387,172,2008,7
2008-07,Arizona,6142,4710,454,2008,7
2008-07,Arkansas,3379,4101,416,2008,7
2008-07,California,19550,16338,0,2008,7
2008-07,Colorado,8917,8700,7316,2008,7
2008-07,Connecticut,3028,2374,112,2008,7
2008-07,Delaware,622,574,32,2008,7
2008-07,Florida,24014,11858,1488,2008,7
2008-07,Georgia,7721,5566,546,2008,7
2008-07,Hawaii,0,0,0,2008,7
2008-07,Idaho,1540,2826,188,2008,7
2008-07,Illinois,5913,6305,728,2008,7
2008-07,Indiana,6690,6598,472,2008,7
2008-07,Iowa,35,1873,8,2008,7
2008-07,Kansas,3510,3458,342,2008,7
2008-07,Kentucky,6615,6104,800,2008,7
2008-07,Louisiana,7004,7052,470,2008,7
2008-07,Maine,1419,2219,124,2008,7
2008-07,Maryland,3375,2704,14,2008,7
2008-07,Massachusetts,1686,1167,128,2008,7
2008-07,Michigan,2136,7685,108,2008,7
2008-07,Minnesota,3922,6447,244,2008,7
2008-07,Mississippi,3984,3977,326,2008,7
2008-07,Missouri,10211,8168,722,2008,7
2008-07,Montana,1888,3358,256,2008,7
2008-07,Nebraska,7,1451,4,2008,7
2008-07,Nevada,3556,2312,348,2008,7
2008-07,New Hampshire,1863,1792,4,2008,7
2008-07,New Jersey,1730,1376,130,2008,7
2008-07,New Mexico,3130,3186,308,2008,7
2008-07,New York,3643,7715,96,2008,7
2008-07,North Carolina,173,7909,216,2008,7
2008-07,North Dakota,607,1987,36,2008,7
2008-07,Ohio,11136,9782,836,2008,7
2008-07,Oklahoma,6097,5310,852,2008,7
2008-07,Oregon,5386,6578,538,2008,7
2008-07,Pennsylvania,0,41835,138,2008,7
2008-07,Rhode Island,451,359,188,2008,7
2008-07,South Carolina,4809,3442,336,2008,7
2008-07,South Dakota,906,2236,100,2008,7
2008-07,Tennessee,11284,7825,908,2008,7
2008-07,Texas,23673,23172,2166,2008,7
2008-07,Utah,2176,2918,200,2008,7
2008-07,Vermont,726,924,52,2008,7
2008-07,Virginia,10792,8844,522,2008,7
2008-07,Washington,7355,7319,536,2008,7
2008-07,West Virginia,3320,4040,396,2008,7
2008-07,Wisconsin,3793,6269,4,2008,7
2008-07,Wyoming,1064,1656,122,2008,7
2008-06,Alabama,7933,7916,644,2008,6
2008-06,Alaska,1675,2090,152,2008,6
2008-06,Arizona,6018,4731,458,2008,6
2008-06,Arkansas,3570,3698,412,2008,6
2008-06,California,19872,16442,0,2008,6
2008-06,Colorado,8819,8608,6298,2008,6
2008-06,Connecticut,2809,2335,114,2008,6
2008-06,Delaware,575,524,28,2008,6
2008-06,Florida,23449,11905,1458,2008,6
2008-06,Georgia,7367,5193,608,2008,6
2008-06,Hawaii,0,0,0,2008,6
2008-06,Idaho,1790,3215,198,2008,6
2008-06,Illinois,5751,5751,526,2008,6
2008-06,Indiana,6271,6259,402,2008,6
2008-06,Iowa,19,1829,2,2008,6
2008-06,Kansas,3621,3136,344,2008,6
2008-06,Kentucky,6266,5537,746,2008,6
2008-06,Louisiana,7266,5716,436,2008,6
2008-06,Maine,1562,2049,180,2008,6
2008-06,Maryland,2882,2793,8,2008,6
2008-06,Massachusetts,1762,1240,112,2008,6
2008-06,Michigan,2098,8070,130,2008,6
2008-06,Minnesota,3973,6544,268,2008,6
2008-06,Mississippi,3854,3497,316,2008,6
2008-06,Missouri,10010,8015,714,2008,6
2008-06,Montana,1921,3827,278,2008,6
2008-06,Nebraska,4,1382,2,2008,6
2008-06,Nevada,2769,1981,258,2008,6
2008-06,New Hampshire,1909,1964,72,2008,6
2008-06,New Jersey,1653,1236,126,2008,6
2008-06,New Mexico,3284,3408,458,2008,6
2008-06,New York,3409,7890,84,2008,6
2008-06,North Carolina,209,7746,234,2008,6
2008-06,North Dakota,654,2001,44,2008,6
2008-06,Ohio,10431,8876,806,2008,6
2008-06,Oklahoma,5992,5094,830,2008,6
2008-06,Oregon,5742,7792,570,2008,6
2008-06,Pennsylvania,0,39538,222,2008,6
2008-06,Rhode Island,415,326,142,2008,6
2008-06,South Carolina,4618,3029,244,2008,6
2008-06,South Dakota,965,2193,112,2008,6
2008-06,Tennessee,10805,7372,760,2008,6
2008-06,Texas,25005,22614,2066,2008,6
2008-06,Utah,2230,3365,194,2008,6
2008-06,Vermont,630,716,42,2008,6
2008-06,Virginia,8427,7442,494,2008,6
2008-06,Washington,7774,8733,588,2008,6
2008-06,West Virginia,3036,3862,320,2008,6
2008-06,Wisconsin,3762,6719,0,2008,6
2008-06,Wyoming,1168,1731,148,2008,6
2008-05,Alabama,8792,8678,756,2008,5
2008-05,Alaska,1883,2420,212,2008,5
2008-05,Arizona,7208,5500,520,2008,5
2008-05,Arkansas,3748,3945,482,2008,5
2008-05,California,20286,17604,0,2008,5
2008-05,Colorado,9316,9170,6232,2008,5
2008-05,Connecticut,3241,2611,120,2008,5
2008-05,Delaware,653,606,34,2008,5
2008-05,Florida,24294,12722,1554,2008,5
2008-05,Georgia,8033,5649,580,2008,5
2008-05,Hawaii,0,0,0,2008,5
2008-05,Idaho,2001,3647,2828,2008,5
2008-05,Illinois,6895,6967,592,2008,5
2008-05,Indiana,7772,7197,492,2008,5
2008-05,Iowa,33,2025,0,2008,5
2008-05,Kansas,3831,3637,354,2008,5
2008-05,Kentucky,6824,6382,880,2008,5
2008-05,Louisiana,6988,5471,532,2008,5
2008-05,Maine,1598,2317,244,2008,5
2008-05,Maryland,3148,2906,20,2008,5
2008-05,Massachusetts,2103,1329,116,2008,5
2008-05,Michigan,2229,9074,106,2008,5
2008-05,Minnesota,4479,6827,336,2008,5
2008-05,Mississippi,4416,3677,388,2008,5
2008-05,Missouri,11152,8828,822,2008,5
2008-05,Montana,2074,4733,354,2008,5
2008-05,Nebraska,8,1564,4,2008,5
2008-05,Nevada,3100,2204,318,2008,5
2008-05,New Hampshire,2032,2031,20,2008,5
2008-05,New Jersey,1819,1388,96,2008,5
2008-05,New Mexico,3441,3396,328,2008,5
2008-05,New York,3928,9495,142,2008,5
2008-05,North Carolina,279,8492,238,2008,5
2008-05,North Dakota,758,2011,78,2008,5
2008-05,Ohio,12797,10084,918,2008,5
2008-05,Oklahoma,6695,5996,844,2008,5
2008-05,Oregon,6244,7917,580,2008,5
2008-05,Pennsylvania,1,44373,224,2008,5
2008-05,Rhode Island,547,410,152,2008,5
2008-05,South Carolina,5177,3205,358,2008,5
2008-05,South Dakota,1166,2505,120,2008,5
2008-05,Tennessee,11432,7699,782,2008,5
2008-05,Texas,25538,23606,2356,2008,5
2008-05,Utah,2791,3848,248,2008,5
2008-05,Vermont,728,988,74,2008,5
2008-05,Virginia,10434,8555,588,2008,5
2008-05,Washington,8161,8358,588,2008,5
2008-05,West Virginia,3552,4249,456,2008,5
2008-05,Wisconsin,4346,7920,4,2008,5
2008-05,Wyoming,1247,2016,148,2008,5
2008-04,Alabama,8742,8177,660,2008,4
2008-04,Alaska,1967,2807,178,2008,4
2008-04,Arizona,7226,5465,522,2008,4
2008-04,Arkansas,3751,4582,376,2008,4
2008-04,California,20781,17767,0,2008,4
2008-04,Colorado,9451,9692,5226,2008,4
2008-04,Connecticut,3466,2971,104,2008,4
2008-04,Delaware,733,686,120,2008,4
2008-04,Florida,25160,13118,1606,2008,4
2008-04,Georgia,8125,6034,570,2008,4
2008-04,Hawaii,0,0,0,2008,4
2008-04,Idaho,2044,3821,194,2008,4
2008-04,Illinois,6853,7307,608,2008,4
2008-04,Indiana,7478,7879,536,2008,4
2008-04,Iowa,29,3224,10,2008,4
2008-04,Kansas,4380,4390,368,2008,4
2008-04,Kentucky,6494,7490,774,2008,4
2008-04,Louisiana,7234,5576,482,2008,4
2008-04,Maine,1650,2398,214,2008,4
2008-04,Maryland,2534,3344,14,2008,4
2008-04,Massachusetts,2328,1632,110,2008,4
2008-04,Michigan,2577,10743,126,2008,4
2008-04,Minnesota,5959,10727,386,2008,4
2008-04,Mississippi,4111,3803,334,2008,4
2008-04,Missouri,11683,11512,792,2008,4
2008-04,Montana,2071,4249,280,2008,4
2008-04,Nebraska,7,1911,0,2008,4
2008-04,Nevada,3012,2331,240,2008,4
2008-04,New Hampshire,2102,2384,12,2008,4
2008-04,New Jersey,1786,1486,132,2008,4
2008-04,New Mexico,3318,3511,346,2008,4
2008-04,New York,4350,11773,118,2008,4
2008-04,North Carolina,227,9233,252,2008,4
2008-04,North Dakota,793,2314,58,2008,4
2008-04,Ohio,14050,11820,1038,2008,4
2008-04,Oklahoma,7513,7202,858,2008,4
2008-04,Oregon,6699,9016,604,2008,4
2008-04,Pennsylvania,0,50194,234,2008,4
2008-04,Rhode Island,495,414,208,2008,4
2008-04,South Carolina,5185,3425,302,2008,4
2008-04,South Dakota,1349,2841,140,2008,4
2008-04,Tennessee,11396,7858,822,2008,4
2008-04,Texas,24740,22283,2440,2008,4
2008-04,Utah,3080,3850,230,2008,4
2008-04,Vermont,771,1278,68,2008,4
2008-04,Virginia,13443,9484,606,2008,4
2008-04,Washington,8680,9056,612,2008,4
2008-04,West Virginia,3519,4817,392,2008,4
2008-04,Wisconsin,5282,12806,0,2008,4
2008-04,Wyoming,1232,2013,144,2008,4
2008-03,Alabama,11023,12036,798,2008,3
2008-03,Alaska,1958,2423,236,2008,3
2008-03,Arizona,7657,5933,678,2008,3
2008-03,Arkansas,4496,5478,402,2008,3
2008-03,California,23155,21734,0,2008,3
2008-03,Colorado,10723,10930,5434,2008,3
2008-03,Connecticut,3869,3346,102,2008,3
2008-03,Delaware,733,722,34,2008,3
2008-03,Florida,26277,15159,1542,2008,3
2008-03,Georgia,9963,8684,730,2008,3
2008-03,Hawaii,0,0,0,2008,3
2008-03,Idaho,2377,4420,480,2008,3
2008-03,Illinois,9035,10332,1110,2008,3
2008-03,Indiana,10500,10957,630,2008,3
2008-03,Iowa,42,4555,8,2008,3
2008-03,Kansas,5126,5191,504,2008,3
2008-03,Kentucky,8087,9390,846,2008,3
2008-03,Louisiana,8323,7209,504,2008,3
2008-03,Maine,1983,2629,216,2008,3
2008-03,Maryland,2691,3799,12,2008,3
2008-03,Massachusetts,2794,1881,126,2008,3
2008-03,Michigan,3048,13400,166,2008,3
2008-03,Minnesota,6401,11616,424,2008,3
2008-03,Mississippi,4944,5560,442,2008,3
2008-03,Missouri,14487,13549,998,2008,3
2008-03,Montana,2278,4568,336,2008,3
2008-03,Nebraska,12,2396,6,2008,3
2008-03,Nevada,3871,2916,306,2008,3
2008-03,New Hampshire,2181,2303,10,2008,3
2008-03,New Jersey,1830,1750,114,2008,3
2008-03,New Mexico,3834,4198,314,2008,3
2008-03,New York,4689,12162,142,2008,3
2008-03,North Carolina,318,11297,222,2008,3
2008-03,North Dakota,943,2607,72,2008,3
2008-03,Ohio,16606,13438,1368,2008,3
2008-03,Oklahoma,7833,7259,952,2008,3
2008-03,Oregon,7403,10607,694,2008,3
2008-03,Pennsylvania,0,61108,438,2008,3
2008-03,Rhode Island,616,487,238,2008,3
2008-03,South Carolina,6772,4987,354,2008,3
2008-03,South Dakota,1583,3189,140,2008,3
2008-03,Tennessee,13165,10548,898,2008,3
2008-03,Texas,28613,25740,2768,2008,3
2008-03,Utah,3120,4347,254,2008,3
2008-03,Vermont,882,1333,46,2008,3
2008-03,Virginia,13729,10508,606,2008,3
2008-03,Washington,9265,10086,620,2008,3
2008-03,West Virginia,4592,5656,506,2008,3
2008-03,Wisconsin,5783,15430,2,2008,3
2008-03,Wyoming,1482,2241,112,2008,3
2008-02,Alabama,11273,13169,940,2008,2
2008-02,Alaska,1770,1995,186,2008,2
2008-02,Arizona,8481,6590,676,2008,2
2008-02,Arkansas,5770,7030,742,2008,2
2008-02,California,19462,17526,0,2008,2
2008-02,Colorado,10086,10382,4538,2008,2
2008-02,Connecticut,3375,3003,120,2008,2
2008-02,Delaware,692,773,96,2008,2
2008-02,Florida,26280,16027,1686,2008,2
2008-02,Georgia,11596,9786,900,2008,2
2008-02,Hawaii,0,0,0,2008,2
2008-02,Idaho,2220,3966,412,2008,2
2008-02,Illinois,8003,8802,822,2008,2
2008-02,Indiana,9676,9846,616,2008,2
2008-02,Iowa,33,3502,6,2008,2
2008-02,Kansas,4974,5026,476,2008,2
2008-02,Kentucky,9818,10475,1300,2008,2
2008-02,Louisiana,9282,8012,572,2008,2
2008-02,Maine,1492,2194,176,2008,2
2008-02,Maryland,2957,4190,28,2008,2
2008-02,Massachusetts,2185,1454,134,2008,2
2008-02,Michigan,2520,11326,132,2008,2
2008-02,Minnesota,5138,8816,420,2008,2
2008-02,Mississippi,6427,6872,548,2008,2
2008-02,Missouri,14284,13357,984,2008,2
2008-02,Montana,1999,3665,370,2008,2
2008-02,Nebraska,14,2294,8,2008,2
2008-02,Nevada,3530,2578,372,2008,2
2008-02,New Hampshire,1977,1894,20,2008,2
2008-02,New Jersey,1631,1607,116,2008,2
2008-02,New Mexico,3846,4247,632,2008,2
2008-02,New York,4143,11003,94,2008,2
2008-02,North Carolina,363,13171,388,2008,2
2008-02,North Dakota,790,2165,68,2008,2
2008-02,Ohio,16162,13134,1154,2008,2
2008-02,Oklahoma,8731,8261,1120,2008,2
2008-02,Oregon,6433,8670,636,2008,2
2008-02,Pennsylvania,0,50963,194,2008,2
2008-02,Rhode Island,485,481,190,2008,2
2008-02,South Carolina,8073,5694,440,2008,2
2008-02,South Dakota,1469,3142,182,2008,2
2008-02,Tennessee,15200,11912,1068,2008,2
2008-02,Texas,30543,28470,3176,2008,2
2008-02,Utah,2956,4551,278,2008,2
2008-02,Vermont,853,1251,58,2008,2
2008-02,Virginia,14695,11578,668,2008,2
2008-02,Washington,9387,9401,772,2008,2
2008-02,West Virginia,4642,5942,648,2008,2
2008-02,Wisconsin,5338,11234,2,2008,2
2008-02,Wyoming,1286,1964,134,2008,2
2008-01,Alabama,10234,10072,928,2008,1
2008-01,Alaska,1535,1719,168,2008,1
2008-01,Arizona,6794,5678,610,2008,1
2008-01,Arkansas,4066,6249,570,2008,1
2008-01,California,19276,16588,0,2008,1
2008-01,Colorado,8682,9156,3680,2008,1
2008-01,Connecticut,3611,3296,122,2008,1
2008-01,Delaware,582,762,40,2008,1
2008-01,Florida,24092,15946,1582,2008,1
2008-01,Georgia,9480,9048,682,2008,1
2008-01,Hawaii,0,0,0,2008,1
2008-01,Idaho,1770,3281,206,2008,1
2008-01,Illinois,7003,8396,694,2008,1
2008-01,Indiana,8945,9190,596,2008,1
2008-01,Iowa,30,3285,8,2008,1
2008-01,Kansas,4348,5041,402,2008,1
2008-01,Kentucky,8093,8953,1134,2008,1
2008-01,Louisiana,7811,9119,546,2008,1
2008-01,Maine,1475,1948,152,2008,1
2008-01,Maryland,2488,3567,14,2008,1
2008-01,Massachusetts,2284,1640,138,2008,1
2008-01,Michigan,2457,10177,148,2008,1
2008-01,Minnesota,4627,7142,288,2008,1
2008-01,Mississippi,5012,8824,426,2008,1
2008-01,Missouri,11879,11824,800,2008,1
2008-01,Montana,1470,2921,288,2008,1
2008-01,Nebraska,8,2167,0,2008,1
2008-01,Nevada,2629,2123,264,2008,1
2008-01,New Hampshire,1965,1956,44,2008,1
2008-01,New Jersey,1552,1748,102,2008,1
2008-01,New Mexico,3089,3475,304,2008,1
2008-01,New York,4179,10386,110,2008,1
2008-01,North Carolina,246,11948,302,2008,1
2008-01,North Dakota,769,2182,78,2008,1
2008-01,Ohio,13554,14946,1298,2008,1
2008-01,Oklahoma,6920,7230,994,2008,1
2008-01,Oregon,5983,7302,558,2008,1
2008-01,Pennsylvania,0,48838,192,2008,1
2008-01,Rhode Island,464,441,196,2008,1
2008-01,South Carolina,5650,5229,382,2008,1
2008-01,South Dakota,1218,2816,144,2008,1
2008-01,Tennessee,12238,10065,978,2008,1
2008-01,Texas,26406,28994,2834,2008,1
2008-01,Utah,2666,4107,214,2008,1
2008-01,Vermont,624,798,42,2008,1
2008-01,Virginia,10893,10308,546,2008,1
2008-01,Washington,8401,8005,658,2008,1
2008-01,West Virginia,3659,5200,560,2008,1
2008-01,Wisconsin,4047,8331,2,2008,1
2008-01,Wyoming,974,1649,124,2008,1
2007-12,Alabama,11965,25511,922,2007,12
2007-12,Alaska,2450,3557,196,2007,12
2007-12,Arizona,8446,10307,662,2007,12
2007-12,Arkansas,5215,15333,494,2007,12
2007-12,California,20107,22416,0,2007,12
2007-12,Colorado,10295,16018,3842,2007,12
2007-12,Connecticut,3385,3914,150,2007,12
2007-12,Delaware,657,1659,54,2007,12
2007-12,Florida,26073,27088,1834,2007,12
2007-12,Georgia,11326,24055,910,2007,12
2007-12,Hawaii,0,0,0,2007,12
2007-12,Idaho,2600,7239,248,2007,12
2007-12,Illinois,7303,13339,846,2007,12
2007-12,Indiana,8737,15634,682,2007,12
2007-12,Iowa,25,7008,6,2007,12
2007-12,Kansas,4341,9588,482,2007,12
2007-12,Kentucky,10502,19382,1134,2007,12
2007-12,Louisiana,9321,24596,688,2007,12
2007-12,Maine,1289,3452,136,2007,12
2007-12,Maryland,2302,6571,8,2007,12
2007-12,Massachusetts,2167,1856,112,2007,12
2007-12,Michigan,2560,18804,156,2007,12
2007-12,Minnesota,4684,12573,302,2007,12
2007-12,Mississippi,5580,21979,546,2007,12
2007-12,Missouri,12957,21342,876,2007,12
2007-12,Montana,2319,6493,268,2007,12
2007-12,Nebraska,1,5251,2,2007,12
2007-12,Nevada,3581,4215,332,2007,12
2007-12,New Hampshire,1815,2656,12,2007,12
2007-12,New Jersey,1397,2590,74,2007,12
2007-12,New Mexico,3860,6587,500,2007,12
2007-12,New York,3589,16141,112,2007,12
2007-12,North Carolina,292,27427,218,2007,12
2007-12,North Dakota,722,3438,48,2007,12
2007-12,Ohio,14948,25267,1250,2007,12
2007-12,Oklahoma,7676,14788,934,2007,12
2007-12,Oregon,7152,14417,646,2007,12
2007-12,Pennsylvania,0,58630,236,2007,12
2007-12,Rhode Island,394,539,198,2007,12
2007-12,South Carolina,6609,13134,408,2007,12
2007-12,South Dakota,1197,5166,160,2007,12
2007-12,Tennessee,14904,23123,1112,2007,12
2007-12,Texas,33486,64284,3098,2007,12
2007-12,Utah,3896,10331,278,2007,12
2007-12,Vermont,564,1383,22,2007,12
2007-12,Virginia,12728,20772,698,2007,12
2007-12,Washington,8794,13797,618,2007,12
2007-12,West Virginia,4456,10768,448,2007,12
2007-12,Wisconsin,4596,13438,0,2007,12
2007-12,Wyoming,1412,3645,112,2007,12
2007-11,Alabama,7858,17840,852,2007,11
2007-11,Alaska,1609,2585,148,2007,11
2007-11,Arizona,5837,6908,544,2007,11
2007-11,Arkansas,3270,12744,478,2007,11
2007-11,California,17600,19664,0,2007,11
2007-11,Colorado,7718,12802,2804,2007,11
2007-11,Connecticut,3067,3808,144,2007,11
2007-11,Delaware,506,1354,40,2007,11
2007-11,Florida,20855,19935,1506,2007,11
2007-11,Georgia,6883,14832,554,2007,11
2007-11,Hawaii,0,0,0,2007,11
2007-11,Idaho,1685,5036,180,2007,11
2007-11,Illinois,5915,12649,672,2007,11
2007-11,Indiana,7159,16004,532,2007,11
2007-11,Iowa,36,7541,12,2007,11
2007-11,Kansas,3342,9094,524,2007,11
2007-11,Kentucky,6734,14490,1004,2007,11
2007-11,Louisiana,6100,17796,582,2007,11
2007-11,Maine,1191,3918,116,2007,11
2007-11,Maryland,1939,6650,12,2007,11
2007-11,Massachusetts,1923,2047,142,2007,11
2007-11,Michigan,2027,21086,124,2007,11
2007-11,Minnesota,3282,12159,270,2007,11
2007-11,Mississippi,3651,17873,442,2007,11
2007-11,Missouri,9121,17545,722,2007,11
2007-11,Montana,1494,4443,248,2007,11
2007-11,Nebraska,0,4485,0,2007,11
